,country,continent,year,lifeExp,pop,gdpPercap
9225,Serbia塞爾維亞,Europe,1962,64.5,7616060,6290
9227,Serbia塞爾維亞,Europe,1964,65.5,7758125,6970
9229,Serbia塞爾維亞,Europe,1966,66.4,7900190,7651
9231,Serbia塞爾維亞,Europe,1968,67.3,8039635,8498
9233,Serbia塞爾維亞,Europe,1970,68.0,8176462,9510
9235,Serbia塞爾維亞,Europe,1972,68.7,8313288,10522
9237,Serbia塞爾維亞,Europe,1974,69.3,8462520,11506
9239,Serbia塞爾維亞,Europe,1976,70.0,8611751,12489
9241,Serbia塞爾維亞,Europe,1978,70.3,8755658,13421
9243,Serbia塞爾維亞,Europe,1980,70.2,8894241,14301
9245,Serbia塞爾維亞,Europe,1982,70.2,9032824,15181
9247,Serbia塞爾維亞,Europe,1984,70.6,9112008,15457
9249,Serbia塞爾維亞,Europe,1986,71.0,9191191,15733
9251,Serbia塞爾維亞,Europe,1988,71.3,9349906,14562
9253,Serbia塞爾維亞,Europe,1990,71.5,9588151,11943
9255,Serbia塞爾維亞,Europe,1992,71.7,9826397,9325
9257,Serbia塞爾維亞,Europe,1994,71.9,10030476,8761
9259,Serbia塞爾維亞,Europe,1996,72.1,10234555,8196
9261,Serbia塞爾維亞,Europe,1998,72.4,10291587,7779
9263,Serbia塞爾維亞,Europe,2000,72.8,10201573,7507
9265,Serbia塞爾維亞,Europe,2002,73.2,10111559,7236
9267,Serbia塞爾維亞,Europe,2004,73.5,10127041,8256
9269,Serbia塞爾維亞,Europe,2006,73.8,10142524,9276
9271,Serbia塞爾維亞,Europe,2008,73.9,9763928,9572
9273,Serbia塞爾維亞,Europe,2010,74.3,8991254,9143
9275,Serbia塞爾維亞,Europe,2012,74.8,8945463,8714
9277,Serbia塞爾維亞,Europe,2014,75.3,8899672,8285
9279,Serbia塞爾維亞,Europe,2016,75.7,8848896,7857
9281,Serbia塞爾維亞,Europe,2018,75.9,8793133,7428
9283,Serbia塞爾維亞,Europe,2020,76.6,8737371,6900
9285,Serbia塞爾維亞,Europe,2022,77.3,8639983,7250
9287,Serbia塞爾維亞,Europe,2024,78.0,8542595,7550
9289,Serbia塞爾維亞,Europe,2026,78.7,8445207,7850
9291,Serbia塞爾維亞,Europe,2028,79.4,8347819,8150
9293,Serbia塞爾維亞,Europe,2030,80.1,8250431,8450
9295,Serbia塞爾維亞,Europe,2032,80.8,8153043,8750
9296,Sierra Leone獅子山,Africa,1950,29.8,2122849,830
9298,Sierra Leone獅子山,Africa,1952,30.3,2143249,880
9300,Sierra Leone獅子山,Africa,1954,30.8,2183935,930
9302,Sierra Leone獅子山,Africa,1956,31.3,2244906,980
9304,Sierra Leone獅子山,Africa,1958,31.8,2330121,1027
9306,Sierra Leone獅子山,Africa,1960,32.3,2399008,1072
9308,Sierra Leone獅子山,Africa,1962,32.8,2467895,1117
9310,Sierra Leone獅子山,Africa,1964,33.3,2545613,1152
9312,Sierra Leone獅子山,Africa,1966,33.8,2623331,1188
9314,Sierra Leone獅子山,Africa,1968,34.4,2705555,1236
9316,Sierra Leone獅子山,Africa,1970,34.9,2792284,1295
9318,Sierra Leone獅子山,Africa,1972,35.4,2879013,1354
9320,Sierra Leone獅子山,Africa,1974,36.0,2983767,1352
9322,Sierra Leone獅子山,Africa,1976,36.5,3088520,1349
9324,Sierra Leone獅子山,Africa,1978,37.1,3205622,1372
9326,Sierra Leone獅子山,Africa,1980,37.8,3335072,1418
9328,Sierra Leone獅子山,Africa,1982,38.5,3464522,1465
9330,Sierra Leone獅子山,Africa,1984,39.1,3626275,1397
9332,Sierra Leone獅子山,Africa,1986,39.7,3788028,1329
9334,Sierra Leone獅子山,Africa,1988,39.7,3947301,1249
9336,Sierra Leone獅子山,Africa,1990,39.0,4104092,1159
9338,Sierra Leone獅子山,Africa,1992,38.3,4260884,1069
9340,Sierra Leone獅子山,Africa,1994,39.0,4387815,871
9342,Sierra Leone獅子山,Africa,1996,39.6,4514746,673
9344,Sierra Leone獅子山,Africa,1998,40.1,4734388,600
9346,Sierra Leone獅子山,Africa,2000,40.6,5046740,650
9348,Sierra Leone獅子山,Africa,2002,41.0,5359092,699
9350,Sierra Leone獅子山,Africa,2004,41.6,5673280,765
9352,Sierra Leone獅子山,Africa,2006,42.3,5987468,830
9354,Sierra Leone獅子山,Africa,2008,47.5,6234919,831
9356,Sierra Leone獅子山,Africa,2010,49.4,6415634,769
9358,Sierra Leone獅子山,Africa,2012,51.0,6718146,707
9360,Sierra Leone獅子山,Africa,2014,52.4,7020658,644
9362,Sierra Leone獅子山,Africa,2016,53.4,7332928,582
9364,Sierra Leone獅子山,Africa,2018,54.3,7654955,520
9366,Sierra Leone獅子山,Africa,2020,55.1,7976983,400
9368,Sierra Leone獅子山,Africa,2022,56.0,8311325,540
9370,Sierra Leone獅子山,Africa,2024,56.8,8645666,690
9372,Sierra Leone獅子山,Africa,2026,57.6,8980008,840
9374,Sierra Leone獅子山,Africa,2028,58.5,9314349,990
9376,Sierra Leone獅子山,Africa,2030,59.3,9648691,1140
9378,Sierra Leone獅子山,Africa,2032,60.1,9983033,1290
9379,Singapore新加坡,Asia,1950,59.3,1106600,2104
9381,Singapore新加坡,Asia,1952,60.4,1127000,2315
9383,Singapore新加坡,Asia,1954,61.5,1200986,2526
9385,Singapore新加坡,Asia,1956,62.6,1328557,2738
9387,Singapore新加坡,Asia,1958,63.7,1506783,3009
9389,Singapore新加坡,Asia,1960,64.8,1628492,3342
9391,Singapore新加坡,Asia,1962,65.8,1750200,3675
9393,Singapore新加坡,Asia,1964,66.7,1841160,4196
9395,Singapore新加坡,Asia,1966,67.5,1932120,4717
9397,Singapore新加坡,Asia,1968,68.3,2012560,5701
9399,Singapore新加坡,Asia,1970,68.9,2082480,7150
9401,Singapore新加坡,Asia,1972,69.5,2152400,8598
9403,Singapore新加坡,Asia,1974,70.0,2221560,9643
9405,Singapore新加坡,Asia,1976,70.5,2290720,10688
9407,Singapore新加坡,Asia,1978,71.0,2390614,12002
9409,Singapore新加坡,Asia,1980,71.4,2521241,13586
9411,Singapore新加坡,Asia,1982,71.8,2651869,15169
9413,Singapore新加坡,Asia,1984,72.5,2708942,16646
9415,Singapore新加坡,Asia,1986,73.2,2766015,18123
9417,Singapore新加坡,Asia,1988,74.0,2882815,20043
9419,Singapore新加坡,Asia,1990,74.9,3059340,22407
9421,Singapore新加坡,Asia,1992,75.8,3235865,24770
9423,Singapore新加坡,Asia,1994,76.3,3462443,28270
9425,Singapore新加坡,Asia,1996,76.9,3689020,31770
9427,Singapore新加坡,Asia,1998,77.5,3881402,34020
9429,Singapore新加坡,Asia,2000,78.1,4039589,35022
9431,Singapore新加坡,Asia,2002,78.8,4197776,36023
9433,Singapore新加坡,Asia,2004,79.3,4339869,40471
9435,Singapore新加坡,Asia,2006,79.7,4481962,44919
9437,Singapore新加坡,Asia,2008,80.8,4745730,48117
9439,Singapore新加坡,Asia,2010,81.5,5131172,50065
9441,Singapore新加坡,Asia,2012,82.0,5315564,52013
9443,Singapore新加坡,Asia,2014,82.5,5499956,53960
9445,Singapore新加坡,Asia,2016,82.9,5643790,55908
9447,Singapore新加坡,Asia,2018,83.2,5747066,57856
9449,Singapore新加坡,Asia,2020,83.3,5850342,58500
9451,Singapore新加坡,Asia,2022,83.4,5932767,61000
9453,Singapore新加坡,Asia,2024,83.5,6015192,64000
9455,Singapore新加坡,Asia,2026,83.6,6097616,67000
9457,Singapore新加坡,Asia,2028,83.7,6180041,70000
9459,Singapore新加坡,Asia,2030,83.8,6262466,73000
9461,Singapore新加坡,Asia,2032,83.9,6344891,76000
9462,Slovak Republic斯洛伐克,Europe,1950,63.1,3537737,4667
9464,Slovak Republic斯洛伐克,Europe,1952,64.4,3558137,5075
9466,Slovak Republic斯洛伐克,Europe,1954,65.6,3625565,5482
9468,Slovak Republic斯洛伐克,Europe,1956,66.8,3740021,5890
9470,Slovak Republic斯洛伐克,Europe,1958,68.0,3922898,6371
9472,Slovak Republic斯洛伐克,Europe,1960,69.2,4080141,6926
9474,Slovak Republic斯洛伐克,Europe,1962,70.3,4237384,7481
9476,Slovak Republic斯洛伐克,Europe,1964,70.6,4319326,7854
9478,Slovak Republic斯洛伐克,Europe,1966,70.9,4401267,8227
9480,Slovak Republic斯洛伐克,Europe,1968,70.9,4472477,8665
9482,Slovak Republic斯洛伐克,Europe,1970,70.6,4532955,9170
9484,Slovak Republic斯洛伐克,Europe,1972,70.4,4593433,9674
9486,Slovak Republic斯洛伐克,Europe,1974,70.4,4687181,10174
9488,Slovak Republic斯洛伐克,Europe,1976,70.4,4780929,10673
9490,Slovak Republic斯洛伐克,Europe,1978,70.5,4871851,11008
9492,Slovak Republic斯洛伐克,Europe,1980,70.7,4959947,11178
9494,Slovak Republic斯洛伐克,Europe,1982,70.8,5048043,11349
9496,Slovak Republic斯洛伐克,Europe,1984,70.9,5108553,11624
9498,Slovak Republic斯洛伐克,Europe,1986,71.0,5169063,11900
9500,Slovak Republic斯洛伐克,Europe,1988,71.1,5220032,11530
9502,Slovak Republic斯洛伐克,Europe,1990,71.3,5261460,10514
9504,Slovak Republic斯洛伐克,Europe,1992,71.4,5302888,9498
9506,Slovak Republic斯洛伐克,Europe,1994,71.9,5334937,10550
9508,Slovak Republic斯洛伐克,Europe,1996,72.4,5366986,11601
9510,Slovak Republic斯洛伐克,Europe,1998,72.9,5388418,12429
9512,Slovak Republic斯洛伐克,Europe,2000,73.4,5399235,13034
9514,Slovak Republic斯洛伐克,Europe,2002,73.8,5410052,13639
9516,Slovak Republic斯洛伐克,Europe,2004,74.2,5425032,15655
9518,Slovak Republic斯洛伐克,Europe,2006,74.5,5440012,17670
9520,Slovak Republic斯洛伐克,Europe,2008,74.7,5433099,18875
9522,Slovak Republic斯洛伐克,Europe,2010,75.1,5404294,19269
9524,Slovak Republic斯洛伐克,Europe,2012,76.1,5416821,19662
9526,Slovak Republic斯洛伐克,Europe,2014,76.8,5429348,20056
9528,Slovak Republic斯洛伐克,Europe,2016,77.2,5440417,20449
9530,Slovak Republic斯洛伐克,Europe,2018,77.3,5450030,20843
9532,Slovak Republic斯洛伐克,Europe,2020,77.5,5459642,19300
9534,Slovak Republic斯洛伐克,Europe,2022,77.7,5448394,21100
9536,Slovak Republic斯洛伐克,Europe,2024,77.9,5437145,22300
9538,Slovak Republic斯洛伐克,Europe,2026,78.1,5425897,23500
9540,Slovak Republic斯洛伐克,Europe,2028,78.3,5414648,24700
9542,Slovak Republic斯洛伐克,Europe,2030,78.5,5403400,25900
9544,Slovak Republic斯洛伐克,Europe,2032,78.7,5392152,27100
9545,Slovenia斯洛維尼亞,Europe,1950,64.7,1469118,3556
9547,Slovenia斯洛維尼亞,Europe,1952,65.6,1489518,4215
9549,Slovenia斯洛維尼亞,Europe,1954,66.5,1508428,4874
9551,Slovenia斯洛維尼亞,Europe,1956,67.4,1525849,5533
9553,Slovenia斯洛維尼亞,Europe,1958,68.1,1543048,6170
9555,Slovenia斯洛維尼亞,Europe,1960,68.6,1563005,6786
9557,Slovenia斯洛維尼亞,Europe,1962,69.2,1582962,7402
9559,Slovenia斯洛維尼亞,Europe,1964,69.2,1608542,8204
9561,Slovenia斯洛維尼亞,Europe,1966,69.2,1634122,9005
9563,Slovenia斯洛維尼亞,Europe,1968,69.3,1656432,10001
9565,Slovenia斯洛維尼亞,Europe,1970,69.6,1675471,11192
9567,Slovenia斯洛維尼亞,Europe,1972,69.8,1694510,12383
9569,Slovenia斯洛維尼亞,Europe,1974,70.3,1715474,13541
9571,Slovenia斯洛維尼亞,Europe,1976,70.7,1736437,14698
9573,Slovenia斯洛維尼亞,Europe,1978,71.0,1769786,15795
9575,Slovenia斯洛維尼亞,Europe,1980,71.0,1815519,16831
9577,Slovenia斯洛維尼亞,Europe,1982,71.1,1861252,17867
9579,Slovenia斯洛維尼亞,Europe,1984,71.5,1895099,18191
9581,Slovenia斯洛維尼亞,Europe,1986,72.0,1928946,18516
9583,Slovenia斯洛維尼亞,Europe,1988,72.5,1956538,17786
9585,Slovenia斯洛維尼亞,Europe,1990,73.1,1977874,16000
9587,Slovenia斯洛維尼亞,Europe,1992,73.6,1999210,14215
9589,Slovenia斯洛維尼亞,Europe,1994,74.2,2004171,15393
9591,Slovenia斯洛維尼亞,Europe,1996,74.8,2009132,16572
9593,Slovenia斯洛維尼亞,Europe,1998,75.4,2011589,17861
9595,Slovenia斯洛維尼亞,Europe,2000,76.1,2011543,19260
9597,Slovenia斯洛維尼亞,Europe,2002,76.7,2011497,20660
9599,Slovenia斯洛維尼亞,Europe,2004,77.2,2010596,22703
9601,Slovenia斯洛維尼亞,Europe,2006,77.7,2009695,24747
9603,Slovenia斯洛維尼亞,Europe,2008,78.8,2020609,25884
9605,Slovenia斯洛維尼亞,Europe,2010,79.4,2043337,26114
9607,Slovenia斯洛維尼亞,Europe,2012,80.1,2054482,26345
9609,Slovenia斯洛維尼亞,Europe,2014,81.1,2065627,26575
9611,Slovenia斯洛維尼亞,Europe,2016,81.2,2072747,26806
9613,Slovenia斯洛維尼亞,Europe,2018,81.4,2075842,27037
9615,Slovenia斯洛維尼亞,Europe,2020,82.1,2078938,25000
9617,Slovenia斯洛維尼亞,Europe,2022,82.8,2074389,27000
9619,Slovenia斯洛維尼亞,Europe,2024,83.5,2069840,29000
9621,Slovenia斯洛維尼亞,Europe,2026,84.2,2065291,31000
9623,Slovenia斯洛維尼亞,Europe,2028,84.9,2060742,33000
9625,Slovenia斯洛維尼亞,Europe,2030,85.6,2056193,35000
9627,Slovenia斯洛維尼亞,Europe,2032,86.3,2051644,37000
9628,Somalia索馬利亞,Africa,1950,32.2,2506594,1087
9630,Somalia索馬利亞,Africa,1952,33.0,2526994,1136
9632,Somalia索馬利亞,Africa,1954,33.8,2587878,1185
9634,Somalia索馬利亞,Africa,1956,34.6,2689247,1234
9636,Somalia索馬利亞,Africa,1958,35.4,2840363,1280
9638,Somalia索馬利亞,Africa,1960,36.2,2960258,1325
9640,Somalia索馬利亞,Africa,1962,37.0,3080153,1369
9642,Somalia索馬利亞,Africa,1964,37.8,3219627,1336
9644,Somalia索馬利亞,Africa,1966,38.6,3359102,1302
9646,Somalia索馬利亞,Africa,1968,39.4,3511103,1279
9648,Somalia索馬利亞,Africa,1970,40.2,3675632,1267
9650,Somalia索馬利亞,Africa,1972,41.0,3840161,1255
9652,Somalia索馬利亞,Africa,1974,41.4,4045563,1333
9654,Somalia索馬利亞,Africa,1976,41.8,4250965,1412
9656,Somalia索馬利亞,Africa,1978,42.2,4648711,1396
9658,Somalia索馬利亞,Africa,1980,42.6,5238802,1286
9660,Somalia索馬利亞,Africa,1982,43.0,5828892,1177
9662,Somalia索馬利亞,Africa,1984,43.6,6266078,1143
9664,Somalia索馬利亞,Africa,1986,44.2,6703265,1110
9666,Somalia索馬利亞,Africa,1988,43.5,6757446,1060
9668,Somalia索馬利亞,Africa,1990,41.6,6428623,993
9670,Somalia索馬利亞,Africa,1992,39.7,6099799,927
9672,Somalia索馬利亞,Africa,1994,41.3,6313285,928
9674,Somalia索馬利亞,Africa,1996,43.0,6526771,930
9676,Somalia索馬利亞,Africa,1998,44.2,6857473,921
9678,Somalia索馬利亞,Africa,2000,45.1,7305392,901
9680,Somalia索馬利亞,Africa,2002,45.9,7753310,882
9682,Somalia索馬利亞,Africa,2004,46.8,8299495,900
9684,Somalia索馬利亞,Africa,2006,47.7,8845680,917
9686,Somalia索馬利亞,Africa,2008,53.3,10093810,959
9688,Somalia索馬利亞,Africa,2010,54.3,12043883,1025
9690,Somalia索馬利亞,Africa,2012,54.7,12745210,1090
9692,Somalia索馬利亞,Africa,2014,55.5,13446537,1156
9694,Somalia索馬利亞,Africa,2016,56.3,14216405,1222
9696,Somalia索馬利亞,Africa,2018,57.1,15054814,1287
9698,Somalia索馬利亞,Africa,2020,57.8,15893222,1369
9700,Somalia索馬利亞,Africa,2022,58.5,16952785,1472
9702,Somalia索馬利亞,Africa,2024,59.2,18012348,1577
9704,Somalia索馬利亞,Africa,2026,59.9,19071911,1682
9706,Somalia索馬利亞,Africa,2028,60.7,20131474,1787
9708,Somalia索馬利亞,Africa,2030,61.4,21191037,1893
9710,Somalia索馬利亞,Africa,2032,62.1,22250600,1998
9711,Somaliland索馬里蘭,Africa,1950,43.8,14244535,4421
9713,Somaliland索馬里蘭,Africa,1952,45.0,14264935,4725
9715,Somaliland索馬里蘭,Africa,1954,46.2,14652458,5030
9717,Somaliland索馬里蘭,Africa,1956,47.4,15407103,5335
9719,Somaliland索馬里蘭,Africa,1958,48.4,16592571,5543
9721,Somaliland索馬里蘭,Africa,1960,49.2,17474614,5656
9723,Somaliland索馬里蘭,Africa,1962,50.0,18356657,5769
9725,Somaliland索馬里蘭,Africa,1964,50.7,19412923,6307
9727,Somaliland索馬里蘭,Africa,1966,51.5,20469188,6845
9729,Somaliland索馬里蘭,Africa,1968,52.3,21585019,7245
9731,Somaliland索馬里蘭,Africa,1970,53.0,22760414,7505
9733,Somaliland索馬里蘭,Africa,1972,53.7,23935810,7766
9735,Somaliland索馬里蘭,Africa,1974,54.4,25213459,7871
9737,Somaliland索馬里蘭,Africa,1976,55.2,26491108,7976
9739,Somaliland索馬里蘭,Africa,1978,56.1,27931951,8137
9741,Somaliland索馬里蘭,Africa,1980,57.1,29535990,8352
9743,Somaliland索馬里蘭,Africa,1982,58.2,31140029,8568
9745,Somaliland索馬里蘭,Africa,1984,59.2,33057369,8271
9747,Somaliland索馬里蘭,Africa,1986,60.3,34974709,7974
9749,Somaliland索馬里蘭,Africa,1988,61.0,36739535,7706
9751,Somaliland索馬里蘭,Africa,1990,61.5,38351847,7465
9753,Somaliland索馬里蘭,Africa,1992,61.9,1545000,7565
9755,Somaliland索馬里蘭,Africa,1994,61.2,1639091,8026
9757,Somaliland索馬里蘭,Africa,1996,60.6,1738911,8515
9759,Somaliland索馬里蘭,Africa,1998,58.9,1844811,9033
9761,Somaliland索馬里蘭,Africa,2000,56.1,1957160,9584
9763,Somaliland索馬里蘭,Africa,2002,53.4,2076351,10167
9765,Somaliland索馬里蘭,Africa,2004,51.8,2202801,10786
9767,Somaliland索馬里蘭,Africa,2006,50.1,2336951,11443
9769,Somaliland索馬里蘭,Africa,2008,55.4,2479271,12140
9771,Somaliland索馬里蘭,Africa,2010,57.7,2630259,12880
9773,Somaliland索馬里蘭,Africa,2012,60.1,2790442,13664
9775,Somaliland索馬里蘭,Africa,2014,62.0,2960380,14496
9777,Somaliland索馬里蘭,Africa,2016,63.2,3140667,15379
9779,Somaliland索馬里蘭,Africa,2018,63.9,3331934,16315
9781,Somaliland索馬里蘭,Africa,2020,64.5,3534848,17309
9783,Somaliland索馬里蘭,Africa,2022,65.1,3750121,18363
9785,Somaliland索馬里蘭,Africa,2024,65.8,3978503,19481
9787,Somaliland索馬里蘭,Africa,2026,66.4,4220794,20668
9789,Somaliland索馬里蘭,Africa,2028,67.1,4477840,21926
9791,Somaliland索馬里蘭,Africa,2030,67.7,4750540,23262
9793,Somaliland索馬里蘭,Africa,2032,68.3,5039848,24678
9794,South Africa南非,Africa,1950,43.8,14244535,4421
9796,South Africa南非,Africa,1952,45.0,14264935,4725
9798,South Africa南非,Africa,1954,46.2,14652458,5030
9800,South Africa南非,Africa,1956,47.4,15407103,5335
9802,South Africa南非,Africa,1958,48.4,16592571,5543
9804,South Africa南非,Africa,1960,49.2,17474614,5656
9806,South Africa南非,Africa,1962,50.0,18356657,5769
9808,South Africa南非,Africa,1964,50.7,19412923,6307
9810,South Africa南非,Africa,1966,51.5,20469188,6845
9812,South Africa南非,Africa,1968,52.3,21585019,7245
9814,South Africa南非,Africa,1970,53.0,22760414,7505
9816,South Africa南非,Africa,1972,53.7,23935810,7766
9818,South Africa南非,Africa,1974,54.4,25213459,7871
9820,South Africa南非,Africa,1976,55.2,26491108,7976
9822,South Africa南非,Africa,1978,56.1,27931951,8137
9824,South Africa南非,Africa,1980,57.1,29535990,8352
9826,South Africa南非,Africa,1982,58.2,31140029,8568
9828,South Africa南非,Africa,1984,59.2,33057369,8271
9830,South Africa南非,Africa,1986,60.3,34974709,7974
9832,South Africa南非,Africa,1988,61.0,36739535,7706
9834,South Africa南非,Africa,1990,61.5,38351847,7465
9836,South Africa南非,Africa,1992,61.9,39964159,7225
9838,South Africa南非,Africa,1994,61.2,41112497,7327
9840,South Africa南非,Africa,1996,60.6,42260836,7428
9842,South Africa南非,Africa,1998,58.9,43154728,7526
9844,South Africa南非,Africa,2000,56.1,43794175,7618
9846,South Africa南非,Africa,2002,53.4,44433622,7711
9848,South Africa南非,Africa,2004,51.8,44259304,8334
9850,South Africa南非,Africa,2006,50.1,44084987,8958
9852,South Africa南非,Africa,2008,55.4,46404207,9109
9854,South Africa南非,Africa,2010,57.7,51216964,8789
9856,South Africa南非,Africa,2012,60.1,52884725,8468
9858,South Africa南非,Africa,2014,62.0,54552486,8148
9860,South Africa南非,Africa,2016,63.2,56170832,7827
9862,South Africa南非,Africa,2018,63.9,57739761,7506
9864,South Africa南非,Africa,2020,64.5,59308690,7180
9866,South Africa南非,Africa,2022,65.1,60638168,7200
9868,South Africa南非,Africa,2024,65.8,61967646,7440
9870,South Africa南非,Africa,2026,66.4,63297125,7680
9872,South Africa南非,Africa,2028,67.1,64626603,7920
9874,South Africa南非,Africa,2030,67.7,65956081,8160
9876,South Africa南非,Africa,2032,68.3,67285559,8400
9877,Spain西班牙,Europe,1950,64.3,28529470,3542
9879,Spain西班牙,Europe,1952,64.9,28549870,3834
9881,Spain西班牙,Europe,1954,65.6,28818419,4126
9883,Spain西班牙,Europe,1956,66.3,29335116,4419
9885,Spain西班牙,Europe,1958,67.3,30104903,4791
9887,Spain西班牙,Europe,1960,68.5,30631482,5242
9889,Spain西班牙,Europe,1962,69.7,31158061,5694
9891,Spain西班牙,Europe,1964,70.4,31834947,6614
9893,Spain西班牙,Europe,1966,71.1,32511832,7534
9895,Spain西班牙,Europe,1968,71.8,33182852,8523
9897,Spain西班牙,Europe,1970,72.4,33848007,9581
9899,Spain西班牙,Europe,1972,73.1,34513161,10639
9901,Spain西班牙,Europe,1974,73.6,35283497,11678
9903,Spain西班牙,Europe,1976,74.1,36053832,12717
9905,Spain西班牙,Europe,1978,74.8,36747862,13375
9907,Spain西班牙,Europe,1980,75.5,37365586,13650
9909,Spain西班牙,Europe,1982,76.3,37983310,13926
9911,Spain西班牙,Europe,1984,76.5,38342267,14662
9913,Spain西班牙,Europe,1986,76.8,38701224,15397
9915,Spain西班牙,Europe,1988,77.0,39014449,16333
9917,Spain西班牙,Europe,1990,77.3,39281944,17468
9919,Spain西班牙,Europe,1992,77.6,39549438,18603
9921,Spain西班牙,Europe,1994,78.1,39671840,19340
9923,Spain西班牙,Europe,1996,78.5,39794241,20077
9925,Spain西班牙,Europe,1998,79.0,39914857,21323
9927,Spain西班牙,Europe,2000,79.4,40033687,23079
9929,Spain西班牙,Europe,2002,79.8,40152517,24835
9931,Spain西班牙,Europe,2004,80.2,40270787,26430
9933,Spain西班牙,Europe,2006,80.7,40389056,28024
9935,Spain西班牙,Europe,2008,81.2,42609132,29198
9937,Spain西班牙,Europe,2010,81.6,46931015,29953
9939,Spain西班牙,Europe,2012,82.4,46827379,30708
9941,Spain西班牙,Europe,2014,83.2,46723744,31463
9943,Spain西班牙,Europe,2016,83.3,46688496,32218
9945,Spain西班牙,Europe,2018,83.4,46721637,32972
9947,Spain西班牙,Europe,2020,83.7,46754778,31100
9949,Spain西班牙,Europe,2022,84.0,46649850,32900
9951,Spain西班牙,Europe,2024,84.3,46544923,34700
9953,Spain西班牙,Europe,2026,84.6,46439995,36500
9955,Spain西班牙,Europe,2028,84.9,46335068,38300
9957,Spain西班牙,Europe,2030,85.2,46230140,40100
9959,Spain西班牙,Europe,2032,85.5,46125212,41900
9960,Sri Lanka斯里蘭卡,Asia,1950,56.1,7961942,1088
9962,Sri Lanka斯里蘭卡,Asia,1952,57.6,7982342,1084
9964,Sri Lanka斯里蘭卡,Asia,1954,59.1,8221783,1079
9966,Sri Lanka斯里蘭卡,Asia,1956,60.7,8680264,1075
9968,Sri Lanka斯里蘭卡,Asia,1958,61.6,9387224,1073
9970,Sri Lanka斯里蘭卡,Asia,1960,61.9,9904580,1074
9972,Sri Lanka斯里蘭卡,Asia,1962,62.2,10421936,1074
9974,Sri Lanka斯里蘭卡,Asia,1964,63.0,10948120,1099
9976,Sri Lanka斯里蘭卡,Asia,1966,63.9,11474304,1123
9978,Sri Lanka斯里蘭卡,Asia,1968,64.4,11993263,1151
9980,Sri Lanka斯里蘭卡,Asia,1970,64.7,12504998,1182
9982,Sri Lanka斯里蘭卡,Asia,1972,65.0,13016733,1213
9984,Sri Lanka斯里蘭卡,Asia,1974,65.4,13456774,1268
9986,Sri Lanka斯里蘭卡,Asia,1976,65.8,13896815,1322
9988,Sri Lanka斯里蘭卡,Asia,1978,66.5,14375499,1409
9990,Sri Lanka斯里蘭卡,Asia,1980,67.6,14892825,1528
9992,Sri Lanka斯里蘭卡,Asia,1982,68.8,15410151,1648
9994,Sri Lanka斯里蘭卡,Asia,1984,68.9,15844212,1740
9996,Sri Lanka斯里蘭卡,Asia,1986,69.0,16278273,1831
9998,Sri Lanka斯里蘭卡,Asia,1988,69.3,16713655,1932
10000,Sri Lanka斯里蘭卡,Asia,1990,69.8,17150358,2043
10002,Sri Lanka斯里蘭卡,Asia,1992,70.4,17587060,2154
10004,Sri Lanka斯里蘭卡,Asia,1994,70.4,18031698,2358
10006,Sri Lanka斯里蘭卡,Asia,1996,70.4,18476336,2562
10008,Sri Lanka斯里蘭卡,Asia,1998,70.5,18874281,2735
10010,Sri Lanka斯里蘭卡,Asia,2000,70.7,19225532,2875
10012,Sri Lanka斯里蘭卡,Asia,2002,70.8,19576783,3015
10014,Sri Lanka斯里蘭卡,Asia,2004,71.5,19897365,3397
10016,Sri Lanka斯里蘭卡,Asia,2006,72.1,20217948,3779
10018,Sri Lanka斯里蘭卡,Asia,2008,75.2,20339405,3974
10020,Sri Lanka斯里蘭卡,Asia,2010,75.4,20261737,3980
10022,Sri Lanka斯里蘭卡,Asia,2012,75.8,20520253,3987
10024,Sri Lanka斯里蘭卡,Asia,2014,76.2,20778769,3994
10026,Sri Lanka斯里蘭卡,Asia,2016,76.5,21009071,4001
10028,Sri Lanka斯里蘭卡,Asia,2018,76.8,21211160,4008
10030,Sri Lanka斯里蘭卡,Asia,2020,77.1,21413249,3950
10032,Sri Lanka斯里蘭卡,Asia,2022,77.5,21535202,4300
10034,Sri Lanka斯里蘭卡,Asia,2024,77.8,21657156,4700
10036,Sri Lanka斯里蘭卡,Asia,2026,78.1,21779109,5100
10038,Sri Lanka斯里蘭卡,Asia,2028,78.5,21901063,5500
10040,Sri Lanka斯里蘭卡,Asia,2030,78.8,22023016,5900
10042,Sri Lanka斯里蘭卡,Asia,2032,79.1,22144969,6300
10043,Sudan蘇丹,Africa,1950,38.2,8484267,1554
10045,Sudan蘇丹,Africa,1952,38.6,8504667,1616
10047,Sudan蘇丹,Africa,1954,39.0,8764612,1678
10049,Sudan蘇丹,Africa,1956,39.4,9264102,1739
10051,Sudan蘇丹,Africa,1958,39.9,10039359,1808
10053,Sudan蘇丹,Africa,1960,40.4,10611293,1884
10055,Sudan蘇丹,Africa,1962,40.9,11183227,1960
10057,Sudan蘇丹,Africa,1964,41.7,11796388,1851
10059,Sudan蘇丹,Africa,1966,42.5,12409549,1742
10061,Sudan蘇丹,Africa,1968,43.3,13092307,1682
10063,Sudan蘇丹,Africa,1970,44.2,13844663,1671
10065,Sudan蘇丹,Africa,1972,45.1,14597019,1660
10067,Sudan蘇丹,Africa,1974,46.2,15600206,1877
