,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
5055,Iran伊朗,Asia,2025,77.94,88328329,8300,IR,IRN,364
5060,Iran伊朗,Asia,2030,78.98,92663708,10300,IR,IRN,364
5063,Iraq伊拉克,Asia,1950,44.07,5380234,3290,IQ,IRQ,368
5068,Iraq伊拉克,Asia,1955,47.19,5795283,5390,IQ,IRQ,368
5073,Iraq伊拉克,Asia,1960,50.25,6843613,7497,IQ,IRQ,368
5078,Iraq伊拉克,Asia,1965,53.26,8007673,8696,IQ,IRQ,368
5083,Iraq伊拉克,Asia,1970,55.95,9444616,9318,IQ,IRQ,368
5088,Iraq伊拉克,Asia,1975,59.03,11154352,12643,IQ,IRQ,368
5093,Iraq伊拉克,Asia,1980,61.39,13257157,14586,IQ,IRQ,368
5098,Iraq伊拉克,Asia,1985,63.84,15595241,12793,IQ,IRQ,368
5103,Iraq伊拉克,Asia,1990,61.69,17334419,6905,IQ,IRQ,368
5108,Iraq伊拉克,Asia,1995,59.07,19610184,3344,IQ,IRQ,368
5113,Iraq伊拉克,Asia,2000,57.75,22711371,3865,IQ,IRQ,368
5118,Iraq伊拉克,Asia,2005,58.55,26100509,4439,IQ,IRQ,368
5123,Iraq伊拉克,Asia,2010,68.57,29741976,4751,IQ,IRQ,368
5128,Iraq伊拉克,Asia,2015,69.93,35572261,5218,IQ,IRQ,368
5133,Iraq伊拉克,Asia,2020,70.77,40222493,5350,IQ,IRQ,368
5138,Iraq伊拉克,Asia,2025,71.57,45208125,7100,IQ,IRQ,368
5143,Iraq伊拉克,Asia,2030,72.37,50193756,9100,IQ,IRQ,368
5146,Ireland愛爾蘭,Europe,1950,66.11,2890624,5055,IE,IRL,372
5151,Ireland愛爾蘭,Europe,1955,68.1,2953348,5444,IE,IRL,372
5156,Ireland愛爾蘭,Europe,1960,69.73,2849288,6219,IE,IRL,372
5161,Ireland愛爾蘭,Europe,1965,70.76,2872060,7246,IE,IRL,372
5166,Ireland愛爾蘭,Europe,1970,71.2,2974680,8781,IE,IRL,372
5171,Ireland愛爾蘭,Europe,1975,71.73,3172900,10503,IE,IRL,372
5176,Ireland愛爾蘭,Europe,1980,72.67,3396760,12031,IE,IRL,372
5181,Ireland愛爾蘭,Europe,1985,73.86,3515940,13371,IE,IRL,372
5186,Ireland愛爾蘭,Europe,1990,75.02,3550617,16084,IE,IRL,372
5191,Ireland愛爾蘭,Europe,1995,75.86,3623444,21737,IE,IRL,372
5196,Ireland愛爾蘭,Europe,2000,77.12,3794386,30255,IE,IRL,372
5201,Ireland愛爾蘭,Europe,2005,78.44,4017114,38036,IE,IRL,372
5206,Ireland愛爾蘭,Europe,2010,80.74,4554321,50433,IE,IRL,372
5211,Ireland愛爾蘭,Europe,2015,81.45,4652425,66694,IE,IRL,372
5216,Ireland愛爾蘭,Europe,2020,82.46,4937786,77000,IE,IRL,372
5221,Ireland愛爾蘭,Europe,2025,82.96,5092914,84500,IE,IRL,372
5226,Ireland愛爾蘭,Europe,2030,83.46,5248041,92000,IE,IRL,372
5229,Israel以色列,Asia,1950,64.41,1559382,3567,IL,ISR,376
5234,Israel以色列,Asia,1955,66.86,1781075,4866,IL,ISR,376
5239,Israel以色列,Asia,1960,68.77,2164303,6417,IL,ISR,376
5244,Israel以色列,Asia,1965,70.21,2540513,7878,IL,ISR,376
5249,Israel以色列,Asia,1970,71.28,2934970,11030,IL,ISR,376
5254,Israel以色列,Asia,1975,72.49,3335908,13099,IL,ISR,376
5259,Israel以色列,Asia,1980,73.89,3713420,14543,IL,ISR,376
5264,Israel以色列,Asia,1985,75.14,4065257,16420,IL,ISR,376
5269,Israel以色列,Asia,1990,76.4,4643189,17680,IL,ISR,376
5274,Israel以色列,Asia,1995,77.73,5293452,19759,IL,ISR,376
5279,Israel以色列,Asia,2000,79.13,5830272,21502,IL,ISR,376
5284,Israel以色列,Asia,2005,80.33,6267819,24076,IL,ISR,376
5289,Israel以色列,Asia,2010,81.6,7346446,27966,IL,ISR,376
5294,Israel以色列,Asia,2015,82.05,7978490,32037,IL,ISR,376
5299,Israel以色列,Asia,2020,83.3,8655535,33042,IL,ISR,376
5304,Israel以色列,Asia,2025,84.56,9317617,40509,IL,ISR,376
5309,Israel以色列,Asia,2030,85.82,9979698,48414,IL,ISR,376
5312,Italy意大利,Europe,1950,65.19,47604468,4405,IT,ITA,380
5317,Italy意大利,Europe,1955,67.06,48303166,5722,IT,ITA,380
5322,Italy意大利,Europe,1960,68.67,50178720,7446,IT,ITA,380
5327,Italy意大利,Europe,1965,70.33,51937540,9311,IT,ITA,380
5332,Italy意大利,Europe,1970,71.74,53686178,11371,IT,ITA,380
5337,Italy意大利,Europe,1975,72.96,55381773,13461,IT,ITA,380
5342,Italy意大利,Europe,1980,74.38,56345080,15625,IT,ITA,380
5347,Italy意大利,Europe,1985,75.84,56652076,18139,IT,ITA,380
5352,Italy意大利,Europe,1990,77.03,56796389,20891,IT,ITA,380
5357,Italy意大利,Europe,1995,78.27,57224020,23610,IT,ITA,380
5362,Italy意大利,Europe,2000,79.67,57747987,26651,IT,ITA,380
5367,Italy意大利,Europe,2005,80.42,58059439,28329,IT,ITA,380
5372,Italy意大利,Europe,2010,82.04,59325229,30331,IT,ITA,380
5377,Italy意大利,Europe,2015,82.54,60578494,33266,IT,ITA,380
5382,Italy意大利,Europe,2020,84.15,60461826,33800,IT,ITA,380
5387,Italy意大利,Europe,2025,86.15,59746651,37000,IT,ITA,380
5392,Italy意大利,Europe,2030,88.15,59031475,40000,IT,ITA,380
5395,Jamaica牙買加,Americas,1950,56.9,1364563,2155,JM,JAM,388
5400,Jamaica牙買加,Americas,1955,60.98,1500459,4013,JM,JAM,388
5405,Jamaica牙買加,Americas,1960,64.41,1613113,5050,JM,JAM,388
5410,Jamaica牙買加,Americas,1965,66.75,1782709,5773,JM,JAM,388
5415,Jamaica牙買加,Americas,1970,68.4,1943008,6910,JM,JAM,388
5420,Jamaica牙買加,Americas,1975,69.67,2093135,6964,JM,JAM,388
5425,Jamaica牙買加,Americas,1980,70.77,2241711,6301,JM,JAM,388
5430,Jamaica牙買加,Americas,1985,71.55,2315287,6238,JM,JAM,388
5435,Jamaica牙買加,Americas,1990,71.77,2357813,6983,JM,JAM,388
5440,Jamaica牙買加,Americas,1995,72.06,2470234,7235,JM,JAM,388
5445,Jamaica牙買加,Americas,2000,72.13,2611320,7046,JM,JAM,388
5450,Jamaica牙買加,Americas,2005,72.36,2733943,7190,JM,JAM,388
5455,Jamaica牙買加,Americas,2010,74.04,2810460,6707,JM,JAM,388
5460,Jamaica牙買加,Americas,2015,74.1,2891021,5685,JM,JAM,388
5465,Jamaica牙買加,Americas,2020,74.57,2961167,4500,JM,JAM,388
5470,Jamaica牙買加,Americas,2025,75.08,3004571,5250,JM,JAM,388
5475,Jamaica牙買加,Americas,2030,75.58,3047974,6000,JM,JAM,388
5478,Japan日本,Asia,1950,62.04,86397493,2777,JM,JAM,388
5483,Japan日本,Asia,1955,64.51,88531385,3877,JM,JAM,388
5488,Japan日本,Asia,1960,67.44,94124258,5673,JM,JAM,388
5493,Japan日本,Asia,1965,70.35,98827870,8539,JM,JAM,388
5498,Japan日本,Asia,1970,72.62,104643075,12806,JM,JAM,388
5503,Japan日本,Asia,1975,74.6,111198793,15878,JM,JAM,388
5508,Japan日本,Asia,1980,76.42,116621974,18275,JM,JAM,388
5513,Japan日本,Asia,1985,78.05,120636785,21179,JM,JAM,388
5518,Japan日本,Asia,1990,79.08,123434091,25045,JM,JAM,388
5523,Japan日本,Asia,1995,80.16,125305607,28020,JM,JAM,388
5528,Japan日本,Asia,2000,81.48,126622104,28689,JM,JAM,388
5533,Japan日本,Asia,2005,82.36,127307120,30435,JM,JAM,388
5538,Japan日本,Asia,2010,82.84,128542353,36039,JM,JAM,388
5543,Japan日本,Asia,2015,83.79,127985133,43344,JM,JAM,388
5548,Japan日本,Asia,2020,84.43,126476461,47200,JM,JAM,388
5553,Japan日本,Asia,2025,84.99,123617259,51800,JM,JAM,388
5558,Japan日本,Asia,2030,85.55,120758057,56300,JM,JAM,388
5561,Jordan約旦,Asia,1950,42.15,546382,1411,JO,JOR,400
5566,Jordan約旦,Asia,1955,44.66,694138,1750,JO,JOR,400
5571,Jordan約旦,Asia,1960,47.14,858759,2163,JO,JOR,400
5576,Jordan約旦,Asia,1965,50.23,1126458,2584,JO,JOR,400
5581,Jordan約旦,Asia,1970,54.57,1470154,2363,JO,JOR,400
5586,Jordan約旦,Asia,1975,59.29,1808012,2556,JO,JOR,400
5591,Jordan約旦,Asia,1980,62.7,2183279,3638,JO,JOR,400
5596,Jordan約旦,Asia,1985,65.02,2630838,4334,JO,JOR,400
5601,Jordan約旦,Asia,1990,67.16,3448462,3838,JO,JOR,400
5606,Jordan約旦,Asia,1995,69.07,4262705,3560,JO,JOR,400
5611,Jordan約旦,Asia,2000,70.67,4994976,3765,JO,JOR,400
5616,Jordan約旦,Asia,2005,72.03,5754904,4250,JO,JOR,400
5621,Jordan約旦,Asia,2010,73.43,7261539,4211,JO,JOR,400
5626,Jordan約旦,Asia,2015,74.08,9266575,3696,JO,JOR,400
5631,Jordan約旦,Asia,2020,74.63,10203134,3000,JO,JOR,400
5636,Jordan約旦,Asia,2025,75.2,10429158,3700,JO,JOR,400
5641,Jordan約旦,Asia,2030,75.76,10655181,4450,JO,JOR,400
5644,Kenya肯亞,Africa,1950,41.3,6067753,817,KE,KEN,404
5649,Kenya肯亞,Africa,1955,43.72,7058486,908,KE,KEN,404
5654,Kenya肯亞,Africa,1960,46.64,8189046,916,KE,KEN,404
5659,Kenya肯亞,Africa,1965,49.57,9586330,993,KE,KEN,404
5664,Kenya肯亞,Africa,1970,52.4,11303476,1156,KE,KEN,404
5669,Kenya肯亞,Africa,1975,55.12,13518156,1250,KE,KEN,404
5674,Kenya肯亞,Africa,1980,57.72,16397033,1316,KE,KEN,404
5679,Kenya肯亞,Africa,1985,59.11,19783430,1356,KE,KEN,404
5684,Kenya肯亞,Africa,1990,59.31,23491556,1350,KE,KEN,404
5689,Kenya肯亞,Africa,1995,56.36,26966512,1353,KE,KEN,404
5694,Kenya肯亞,Africa,2000,52.36,30137636,1317,KE,KEN,404
5699,Kenya肯亞,Africa,2005,52.86,33920843,1393,KE,KEN,404
5704,Kenya肯亞,Africa,2010,60.96,42030676,1407,KE,KEN,404
5709,Kenya肯亞,Africa,2015,64.8,47878336,1313,KE,KEN,404
5714,Kenya肯亞,Africa,2020,67.21,53771296,1090,KE,KEN,404
5719,Kenya肯亞,Africa,2025,69.37,60110475,1710,KE,KEN,404
5724,Kenya肯亞,Africa,2030,71.54,66449654,2310,KE,KEN,404
5727,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1950,48.45,8469195,895,KP,PRK,408
5732,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1955,52.47,9281992,1378,KP,PRK,408
5737,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1960,55.63,10315049,1601,KP,PRK,408
5742,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1965,58.63,11937203,1935,KP,PRK,408
5747,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1970,62.37,13915548,3078,KP,PRK,408
5752,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1975,65.89,15707688,3944,KP,PRK,408
5757,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1980,68.32,17118639,4106,KP,PRK,408
5762,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1985,70.03,18499540,4107,KP,PRK,408
5767,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1990,70.25,20053847,3878,KP,PRK,408
5772,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1995,68.63,21235613,2505,KP,PRK,408
5777,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2000,67.09,21963261,1664,KP,PRK,408
5782,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2005,67.04,22867181,1615,KP,PRK,408
5787,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2010,69.57,24550443,1603,KP,PRK,408
5792,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2015,71.48,25128342,1619,KP,PRK,408
5797,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2020,72.47,25990112,1723,KP,PRK,408
5802,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2025,73.39,26989273,1935,KP,PRK,408
5807,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2030,74.32,27988434,2160,KP,PRK,408
5810,"Korea, Rep.韓國",Asia,1950,45.36,20551278,848,KR,KOR,410
5815,"Korea, Rep.韓國",Asia,1955,50.59,21811310,1305,KR,KOR,410
5820,"Korea, Rep.韓國",Asia,1960,54.25,24896805,1517,KR,KOR,410
5825,"Korea, Rep.韓國",Asia,1965,56.75,28646723,1832,KR,KOR,410
5830,"Korea, Rep.韓國",Asia,1970,60.65,32155400,2630,KR,KOR,410
5835,"Korea, Rep.韓國",Asia,1975,63.9,35263600,4007,KR,KOR,410
5840,"Korea, Rep.韓國",Asia,1980,66.18,38170000,5237,KR,KOR,410
5845,"Korea, Rep.韓國",Asia,1985,68.74,40703600,7369,KR,KOR,410
5850,"Korea, Rep.韓國",Asia,1990,71.27,42932070,10676,KR,KOR,410
5855,"Korea, Rep.韓國",Asia,1995,73.69,45226470,14438,KR,KOR,410
5860,"Korea, Rep.韓國",Asia,2000,76.09,47251016,17938,KR,KOR,410
5865,"Korea, Rep.韓國",Asia,2005,77.99,48614534,21702,KR,KOR,410
5870,"Korea, Rep.韓國",Asia,2010,80.12,49552332,24663,KR,KOR,410
5875,"Korea, Rep.韓國",Asia,2015,82.02,51013332,26853,KR,KOR,410
5880,"Korea, Rep.韓國",Asia,2020,82.63,52338331,26900,KR,KOR,410
5885,"Korea, Rep.韓國",Asia,2025,82.63,52910661,29830,KR,KOR,410
5890,"Korea, Rep.韓國",Asia,2030,82.63,53482991,32755,KR,KOR,410
5893,Kuwait科威特,Asia,1950,54.58,138862,106326,KW,KWT,414
5898,Kuwait科威特,Asia,1955,57.05,191708,111467,KW,KWT,414
5903,Kuwait科威特,Asia,1960,59.5,300098,102684,KW,KWT,414
5908,Kuwait科威特,Asia,1965,62.96,488308,86720,KW,KWT,414
5913,Kuwait科威特,Asia,1970,66.48,735162,97967,KW,KWT,414
5918,Kuwait科威特,Asia,1975,68.69,1020988,79298,KW,KWT,414
5923,Kuwait科威特,Asia,1980,70.52,1354639,42519,KW,KWT,414
5928,Kuwait科威特,Asia,1985,73.03,1733890,29413,KW,KWT,414
5933,Kuwait科威特,Asia,1990,74.78,1607452,32207,KW,KWT,414
5938,Kuwait科威特,Asia,1995,75.77,1626445,38154,KW,KWT,414
5943,Kuwait科威特,Asia,2000,76.6,1973075,37186,KW,KWT,414
5948,Kuwait科威特,Asia,2005,77.31,2347960,42428,KW,KWT,414
5953,Kuwait科威特,Asia,2010,74.36,2991884,43655,KW,KWT,414
5958,Kuwait科威特,Asia,2015,75.13,3835591,37567,KW,KWT,414
5963,Kuwait科威特,Asia,2020,75.57,4270571,30000,KW,KWT,414
5968,Kuwait科威特,Asia,2025,76.01,4508826,36000,KW,KWT,414
5973,Kuwait科威特,Asia,2030,76.44,4747081,41000,KW,KWT,414
5976,Lebanon黎巴嫩,Asia,1950,54.5,1043236,4333,LB,LBN,422
5981,Lebanon黎巴嫩,Asia,1955,58.06,1720829,5588,LB,LBN,422
5986,Lebanon黎巴嫩,Asia,1960,61.05,1791074,5865,LB,LBN,422
5991,Lebanon黎巴嫩,Asia,1965,63.16,2066876,5890,LB,LBN,422
5996,Lebanon黎巴嫩,Asia,1970,64.8,2482768,6895,LB,LBN,422
6001,Lebanon黎巴嫩,Asia,1975,65.83,2941479,8190,LB,LBN,422
6006,Lebanon黎巴嫩,Asia,1980,66.63,3098440,8048,LB,LBN,422
6011,Lebanon黎巴嫩,Asia,1985,67.55,3088362,6282,LB,LBN,422
6016,Lebanon黎巴嫩,Asia,1990,68.75,3167738,6285,LB,LBN,422
6021,Lebanon黎巴嫩,Asia,1995,69.88,3346230,8009,LB,LBN,422
6026,Lebanon黎巴嫩,Asia,2000,70.72,3578823,9090,LB,LBN,422
6031,Lebanon黎巴嫩,Asia,2005,71.61,3823879,10002,LB,LBN,422
6036,Lebanon黎巴嫩,Asia,2010,78.36,4953061,9310,LB,LBN,422
6041,Lebanon黎巴嫩,Asia,2015,78.77,6532678,7392,LB,LBN,422
6046,Lebanon黎巴嫩,Asia,2020,78.96,6825445,5720,LB,LBN,422
6051,Lebanon黎巴嫩,Asia,2025,79.17,6510145,6372,LB,LBN,422
6056,Lebanon黎巴嫩,Asia,2030,79.38,6194844,6712,LB,LBN,422
6059,Lesotho賴索托,Africa,1950,40.97,352454,284,LS,LSO,426
6064,Lesotho賴索托,Africa,1955,43.88,972730,321,LS,LSO,426
6069,Lesotho賴索托,Africa,1960,46.67,861221,381,LS,LSO,426
6074,Lesotho賴索托,Africa,1965,48.19,955085,464,LS,LSO,426
6079,Lesotho賴索托,Africa,1970,49.26,1068619,497,LS,LSO,426
6084,Lesotho賴索托,Africa,1975,51.23,1197626,646,LS,LSO,426
6089,Lesotho賴索托,Africa,1980,53.93,1347694,777,LS,LSO,426
6094,Lesotho賴索托,Africa,1985,56.34,1524243,783,LS,LSO,426
6099,Lesotho賴索托,Africa,1990,58.68,1721597,896,LS,LSO,426
6104,Lesotho賴索托,Africa,1995,57.21,1910972,1103,LS,LSO,426
6109,Lesotho賴索托,Africa,2000,48.98,2021192,1240,LS,LSO,426
6114,Lesotho賴索托,Africa,2005,43.39,2026298,1452,LS,LSO,426
6119,Lesotho賴索托,Africa,2010,45.1,1995581,1523,LS,LSO,426
6124,Lesotho賴索托,Africa,2015,51.04,2059021,1446,LS,LSO,426
6129,Lesotho賴索托,Africa,2020,55.22,2142249,1300,LS,LSO,426
6134,Lesotho賴索托,Africa,2025,59.01,2233707,1770,LS,LSO,426
6139,Lesotho賴索托,Africa,2030,62.8,2325164,2270,LS,LSO,426
6142,Liberia賴比瑞亞,Africa,1950,38.08,467015,557,LR,LBR,430
6147,Liberia賴比瑞亞,Africa,1955,39.08,1106511,603,LR,LBR,430
6152,Liberia賴比瑞亞,Africa,1960,40.1,1058058,629,LR,LBR,430
6157,Liberia賴比瑞亞,Africa,1965,41.12,1212762,682,LR,LBR,430
6162,Liberia賴比瑞亞,Africa,1970,42.18,1401339,767,LR,LBR,430
6167,Liberia賴比瑞亞,Africa,1975,43.3,1615221,705,LR,LBR,430
6172,Liberia賴比瑞亞,Africa,1980,44.42,1855572,599,LR,LBR,430
6177,Liberia賴比瑞亞,Africa,1985,45.56,2144398,533,LR,LBR,430
6182,Liberia賴比瑞亞,Africa,1990,42.89,2055550,584,LR,LBR,430
6187,Liberia賴比瑞亞,Africa,1995,41.65,2085625,620,LR,LBR,430
6192,Liberia賴比瑞亞,Africa,2000,43.14,2569081,563,LR,LBR,430
6197,Liberia賴比瑞亞,Africa,2005,44.91,3042226,461,LR,LBR,430
6202,Liberia賴比瑞亞,Africa,2010,59.6,3891356,440,LR,LBR,430
6207,Liberia賴比瑞亞,Africa,2015,62.27,4472230,482,LR,LBR,430
6212,Liberia賴比瑞亞,Africa,2020,64.6,5057681,475,LR,LBR,430
6217,Liberia賴比瑞亞,Africa,2025,66.78,5714617,900,LR,LBR,430
6222,Liberia賴比瑞亞,Africa,2030,68.95,6371553,1525,LR,LBR,430
6225,Libya利比亞,Africa,1950,41.7,623436,1963,LY,LBY,434
6230,Libya利比亞,Africa,1955,44.26,1290615,3024,LY,LBY,434
6235,Libya利比亞,Africa,1960,46.8,1345749,5434,LY,LBY,434
6240,Libya利比亞,Africa,1965,49.26,1632280,13966,LY,LBY,434
6245,Libya利比亞,Africa,1970,51.75,2014016,20116,LY,LBY,434
6250,Libya利比亞,Africa,1975,55.57,2506621,21575,LY,LBY,434
6255,Libya利比亞,Africa,1980,60.27,3095158,19199,LY,LBY,434
6260,Libya利比亞,Africa,1985,64.6,3617537,14008,LY,LBY,434
6265,Libya利比亞,Africa,1990,67.75,4138639,10492,LY,LBY,434
6270,Libya利比亞,Africa,1995,70.44,4601602,9537,LY,LBY,434
6275,Libya利比亞,Africa,2000,72.26,5125019,9508,LY,LBY,434
6280,Libya利比亞,Africa,2005,73.47,5769582,11048,LY,LBY,434
6285,Libya利比亞,Africa,2010,72.04,6197663,11074,LY,LBY,434
6290,Libya利比亞,Africa,2015,72.12,6418315,9434,LY,LBY,434
6295,Libya利比亞,Africa,2020,73.13,6871292,6400,LY,LBY,434
6300,Libya利比亞,Africa,2025,74.15,7238854,7800,LY,LBY,434
6305,Libya利比亞,Africa,2030,75.17,7606415,8550,LY,LBY,434
6308,Madagascar馬達加斯加,Africa,1950,35.81,4366619,1385,MG,MDG,450
6313,Madagascar馬達加斯加,Africa,1955,37.99,5128565,1531,MG,MDG,450
6318,Madagascar馬達加斯加,Africa,1960,40.05,5494666,1622,MG,MDG,450
6323,Madagascar馬達加斯加,Africa,1965,42.07,6082063,1638,MG,MDG,450
6328,Madagascar馬達加斯加,Africa,1970,44.06,6783280,1703,MG,MDG,450
6333,Madagascar馬達加斯加,Africa,1975,46.07,7637272,1626,MG,MDG,450
6338,Madagascar馬達加斯加,Africa,1980,48.13,8705753,1399,MG,MDG,450
6343,Madagascar馬達加斯加,Africa,1985,49.2,10009776,1214,MG,MDG,450
6348,Madagascar馬達加斯加,Africa,1990,51.07,11553694,1087,MG,MDG,450
6353,Madagascar馬達加斯加,Africa,1995,53.87,13383226,1008,MG,MDG,450
6358,Madagascar馬達加斯加,Africa,2000,56.36,15550132,931,MG,MDG,450
6363,Madagascar馬達加斯加,Africa,2005,58.58,18089983,985,MG,MDG,450
6368,Madagascar馬達加斯加,Africa,2010,63.39,21151640,909,MG,MDG,450
6373,Madagascar馬達加斯加,Africa,2015,65.54,24234088,682,MG,MDG,450
6378,Madagascar馬達加斯加,Africa,2020,67.42,27691018,360,MG,MDG,450
6383,Madagascar馬達加斯加,Africa,2025,69.27,31656670,545,MG,MDG,450
6388,Madagascar馬達加斯加,Africa,2030,71.12,35622321,645,MG,MDG,450
6391,Malawi馬拉威,Africa,1950,35.88,2521509,350,MW,MWI,454
6396,Malawi馬拉威,Africa,1955,36.83,3237323,397,MW,MWI,454
6401,Malawi馬拉威,Africa,1960,37.93,3465660,423,MW,MWI,454
6406,Malawi馬拉威,Africa,1965,39.06,3939794,468,MW,MWI,454
6411,Malawi馬拉威,Africa,1970,40.85,4497499,549,MW,MWI,454
6416,Malawi馬拉威,Africa,1975,42.97,5274746,632,MW,MWI,454
6421,Malawi馬拉威,Africa,1980,44.89,6156593,645,MW,MWI,454
6426,Malawi馬拉威,Africa,1985,46.73,7295978,634,MW,MWI,454
6431,Malawi馬拉威,Africa,1990,48.63,9138448,592,MW,MWI,454
6436,Malawi馬拉威,Africa,1995,48.27,10257694,641,MW,MWI,454
6441,Malawi馬拉威,Africa,2000,46.0,11262693,676,MW,MWI,454
6446,Malawi馬拉威,Africa,2005,46.99,12726045,722,MW,MWI,454
6451,Malawi馬拉威,Africa,2010,55.56,14539612,700,MW,MWI,454
6456,Malawi馬拉威,Africa,2015,61.95,16745303,602,MW,MWI,454
6461,Malawi馬拉威,Africa,2020,64.84,19129952,480,MW,MWI,454
6466,Malawi馬拉威,Africa,2025,67.43,21989696,604,MW,MWI,454
6471,Malawi馬拉威,Africa,2030,70.03,24849440,694,MW,MWI,454
6474,Malaysia馬來西亞,Asia,1950,47.01,6352085,1840,MY,MYS,458
6479,Malaysia馬來西亞,Asia,1955,50.65,7342867,1818,MY,MYS,458
6484,Malaysia馬來西亞,Asia,1960,54.28,8439525,1946,MY,MYS,458
6489,Malaysia馬來西亞,Asia,1965,57.92,9655481,2181,MY,MYS,458
6494,Malaysia馬來西亞,Asia,1970,61.55,10926828,2621,MY,MYS,458
6499,Malaysia馬來西亞,Asia,1975,64.36,12283813,3436,MY,MYS,458
6504,Malaysia馬來西亞,Asia,1980,66.9,13803302,4483,MY,MYS,458
6509,Malaysia馬來西亞,Asia,1985,68.9,15575837,5118,MY,MYS,458
6514,Malaysia馬來西亞,Asia,1990,70.22,17524415,6467,MY,MYS,458
6519,Malaysia馬來西亞,Asia,1995,71.44,19613455,8991,MY,MYS,458
6524,Malaysia馬來西亞,Asia,2000,72.6,21787855,10177,MY,MYS,458
6529,Malaysia馬來西亞,Asia,2005,73.76,23957718,11554,MY,MYS,458
6534,Malaysia馬來西亞,Asia,2010,74.49,28208035,12458,MY,MYS,458
6539,Malaysia馬來西亞,Asia,2015,75.46,30270962,12469,MY,MYS,458
6544,Malaysia馬來西亞,Asia,2020,76.34,32365999,12150,MY,MYS,458
6549,Malaysia馬來西亞,Asia,2025,77.18,34230527,14100,MY,MYS,458
6554,Malaysia馬來西亞,Asia,2030,78.03,36095054,16100,MY,MYS,458
6557,Mali馬利,Africa,1950,33.04,3441875,437,ML,MLI,466
6562,Mali馬利,Africa,1955,34.66,4197801,475,ML,MLI,466
6567,Mali馬利,Africa,1960,36.28,4510977,494,ML,MLI,466
6572,Mali馬利,Africa,1965,37.87,5003598,525,ML,MLI,466
6577,Mali馬利,Africa,1970,39.38,5581861,567,ML,MLI,466
6582,Mali馬利,Africa,1975,41.02,6226253,644,ML,MLI,466
6587,Mali馬利,Africa,1980,43.04,6795613,645,ML,MLI,466
6592,Mali馬利,Africa,1985,45.38,7379707,658,ML,MLI,466
6597,Mali馬利,Africa,1990,47.58,8103332,717,ML,MLI,466
6602,Mali馬利,Africa,1995,49.3,8997476,770,ML,MLI,466
6607,Mali馬利,Africa,2000,51.05,10102099,887,ML,MLI,466
6612,Mali馬利,Africa,2005,53.41,11451147,1006,ML,MLI,466
6617,Mali馬利,Africa,2010,55.25,15049353,980,ML,MLI,466
6622,Mali馬利,Africa,2015,57.51,17579654,877,ML,MLI,466
6627,Mali馬利,Africa,2020,59.78,20250833,700,ML,MLI,466
6632,Mali馬利,Africa,2025,61.98,23604115,1140,ML,MLI,466
6637,Mali馬利,Africa,2030,64.19,26957396,1615,ML,MLI,466
6640,Mauritania茅利塔尼亞,Africa,1950,39.83,626263,702,MR,MRT,478
6645,Mauritania茅利塔尼亞,Africa,1955,41.62,1242421,805,MR,MRT,478
6650,Mauritania茅利塔尼亞,Africa,1960,43.48,1118795,972,MR,MRT,478
6655,Mauritania茅利塔尼亞,Africa,1965,45.47,1197028,1275,MR,MRT,478
6660,Mauritania茅利塔尼亞,Africa,1970,47.58,1291888,1521,MR,MRT,478
6665,Mauritania茅利塔尼亞,Africa,1975,49.89,1407127,1533,MR,MRT,478
6670,Mauritania茅利塔尼亞,Africa,1980,52.5,1555957,1488,MR,MRT,478
6675,Mauritania茅利塔尼亞,Africa,1985,55.13,1753598,1445,MR,MRT,478
6680,Mauritania茅利塔尼亞,Africa,1990,57.46,2008175,1385,MR,MRT,478
6685,Mauritania茅利塔尼亞,Africa,1995,59.59,2314631,1434,MR,MRT,478
6690,Mauritania茅利塔尼亞,Africa,2000,61.52,2675211,1541,MR,MRT,478
6695,Mauritania茅利塔尼亞,Africa,2005,63.4,3093582,1713,MR,MRT,478
6700,Mauritania茅利塔尼亞,Africa,2010,62.53,3494195,1791,MR,MRT,478
6705,Mauritania茅利塔尼亞,Africa,2015,63.94,4046301,1772,MR,MRT,478
6710,Mauritania茅利塔尼亞,Africa,2020,65.18,5967168,1630,MR,MRT,478
6715,Mauritania茅利塔尼亞,Africa,2025,66.38,5308413,1830,MR,MRT,478
6720,Mauritania茅利塔尼亞,Africa,2030,67.58,4649658,1930,MR,MRT,478
6723,Mauritius模里西斯,Africa,1950,48.14,120263,1942,MU,MUS,480
